Sentences,Positive,Negative
almost united states service members are still missing and unaccounted for dating back to world war ii,1,-3
says judges are using shariah law in dearborn mich,1,-1
john doesn t have a record in the senate john s only passed four bills they re all about post offices,1,-1
georgia has the fifth highest number of uninsured people of any state in the union,1,-1
mitt romney previously believed that abortion should be safe and legal in this country now he is prolife,2,-1
two weeks ago a man entered the worlds busiest airport in atlanta georgia carrying a loaded ar automatic weapon with an extended capacity round magazine,1,-2
of six rhode island tax credit programs worth about million three companies got percent of that cvs and two companies not even located in the state of rhode island,1,-2
two years ago we had the largest structural deficit ever in wisconsin,1,-2
a study by the university of virginia pulls back the curtain on medicaids tragically bad outcomes including increased risk of adjusted mortality,1,-2
says gov rick scott allowed republican legislators to cut his teacher pay raise proposal by percent,1,-1
says the new york times can write a story that they know is false yet they cant basically be sued,1,-1
more texans have new jobs today than the entire population of fort worth,1,-1
says oregon recyclers cant recycle plastic bags,1,-1
says mark warner has supported restrictions on veterans second amendment rights,2,-2
says u s senate candidate joni ernst signed a pledge that protects tax breaks for companies that ship jobs overseas,1,-2
his biography says he was the top rotc officer in the nation,1,-1
says he could be the first president in modern history to be outspent,1,-1
the irs doesnt have to prove something against you youve got the burden of proof,1,-2
florida students take an array of standardized high stakes tests which eat up as much as school days per year,1,-1
from to austins murder rate is up a whopping percent,1,-4
it is against the law for the nsa to record or monitor americans phone calls without getting a specific fisa warrant to do so,1,-2
hillary clinton was against setting a deadline for withdrawal but now she wants a precipitous withdrawal regardless of conditions on the ground or consequences of a defeat for the united states an rnc radio ad,1,-2
in yost spent times more money than it took to run the prosecutors office before he got there,1,-2
in this bill that ive just signed we dont cut anybodys salary we dont take away their pension and we dont destroy their health care,3,-1
the united states is seeing greater income inequality now than any time since the s,3,-2
my step plan creates jobs in years,1,-1
u s rep jack kingston voted to fund obamacare,1,-1
the united states senate democrats and republicans voted to keep our government open,1,-1
in ferguson mo youve got threeblack officers and white officers with a town that is percent african american,1,-1
the billion deficit we inherited has turned into more than a half billion dollar surplus,1,-2
says republican u s rep bob dold continues to side with his republican leadership and the nra in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list,1,-3
says some wisconsin state employee contracts gave some employees for bringing in their own lunch,1,-1
more than percent of immigrants from el salvador guatemala and honduras use at least one major welfare program once they get here,1,-1
in the obama economy the youth unemployment rate is double the unemployment rate for all americans,1,-1
amniocentesis does in fact result more often than not in this country in abortion,1,-1
the government is going to tell americans they need to replace functioning stoves in their homes with government certified stoves and use taxpayer dollars to do so,1,-2
mr warren compared same sex couples to incest,1,-1
says ted cruzswife heidi will be the very first pro life first lady,1,-1
says we got a chance to pass what i think is oregons first human trafficking bill which has increased by percent the calls to the human trafficking hotline,1,-1
iran might not be a superpower but the threat the government of iran poses is anything but tiny as obama says,1,-3
gm has repaid our government loan in full with interest five years ahead of the original schedule,2,-1
of minimum wage workers in rhode island only percent serve as sole income earner for their family,1,-1
from the do as i say not as i do department federal employees owe billion in back taxes,1,-2
john boehner has called for repealing the rest of the stimulus which would raise taxes on million middle class people,1,-2
two thirds of the federal budget is permanent law its permanently appropriated,1,-1
states with the most gun laws tend to have the fewest gun deaths,1,-3
says obama broke his promise to help homeowners facing foreclosure,2,-2
most women including percent of catholic women have used contraception,1,-1
the average age of first marijuana use is,1,-1
the united states is th out of nations and other territories on equal pay,1,-1
ive never supported a payroll tax,1,-2
since barack obama became president of the united states percent of economic gains have been made by the richest percent,1,-1
obama never held a single senate hearing on afghanistan,1,-1
on serving out his gubernatorial term,1,-1
more people in this country have seen ufos than i think approve of george bush s presidency,1,-1
president obama is a muslim,1,-1
says potential democratic opponent mary burke implemented the policies of jim doyle those are the policies that in his last term saw the state lose more than jobs,1,-2
you hillary clinton get a subpoena and after getting the subpoena you delete emails,1,-1
the supreme court said the individual mandate is a tax so its a tax,3,-2
more than percent of all food stamps are given to illegals,1,-1
the united states ranks second worst in income inequality across developed countries after taxes and transfers,1,-3
zephyr teachout says she is against super pacs despite taking money from super pac donors,3,-2
says hillary clinton said she was under attack in bosnia but the attack turned out to be young girls handing her flowers,1,-3
says ohio treasurer josh mandel first claimed bank fraud in june but did nothing for more than a year while raising money for his republican senate campaign,1,-2
the studies have shown us that drug testing for welfare recipients will be saving us money,1,-1
says mitt romney has said different things about whether global warming is caused by humans,1,-1
realdonaldtrump is coming to san antonio which is mexican american,1,-1
this president spends times as much money on global warming research as he does on weather forecasting and warning,1,-1
says new hampshires second congressional district includes two counties where almost percent if not more of residents are enrolled in the states expanded medicaid program,1,-1
dr paul never votes for legislation unless the proposed measure is expressly authorized by the constitution,1,-1
the deal to raise the federal debt limit created the largest debt ceiling increase in americas history,1,-1
obamacare hit americans with over billion in new taxes,1,-2
georgia has a dropout rate thats higher than alabama s,1,-1
says obama flip flopped on warrantless wiretapping,1,-1
a company with employees could go out of business because of health care law requirements to buy insurance,2,-1
a national study of charter schools shows that maybe percent do better than the community public schools percent or so do worse and the rest are not having any significant difference,1,-3
teachers lost their jobs when crist was governor,1,-1
barack obama hasn t passed any bills,1,-1
bernie sanders passed more roll call amendments in a republican congress than any other member,1,-1
percent of people on food assistance are working,1,-1
on switching parties,1,-1
says gov pat mccrory tried to cut education funding to its lowest budget share in over years,1,-2
says mitt romney flip flopped on gun control,1,-2
says texas school districts are the fifth largest employers in the world,1,-1
says rick scott cut education by over a billion dollars meaning thousands of teachers lost their jobs and class sizes went up,1,-1
joe biden is the only candidate with a plan to get us out of iraq and keep us out,1,-1
protesters attacked the groups headquarters with graffiti on the sidewalk and stenciled images smeared on the building and statue,1,-3
says paul ryan voted for two wars that were unpaid for voted for the bush tax cuts that were unpaid for voted for the prescription drug bill that cost as much as my health care bill but wasnt paid for,2,-3
women fill two thirds of minimum wage jobs,1,-1
amendment will reduce floridas economic output by billion annually,1,-1
its the first time in the nation this many members have been drawn by a legislature into the same districts where it wasnt a court order,1,-1
we lost more jobs in this great recession than the last four recessions combined,3,-2
its just crazy that the government will make it illegal to use the old incandescent bulbs,1,-2
mequon and milwaukee have the highest disparity of income in the country,1,-1
says barack obama robbed medicare of billion to pay for obamacare,1,-1
the largest low wage employer is not mcdonalds or walmart but the u s government,1,-2
joe sestak even wants to bring back the death tax letting the irs take half of your savings when you die,1,-3
budget analysts say the looming tax hikes and spending cuts would take us into a recession and kill jobs,1,-2
florida ranks first in the nation for access to free prekindergarten,1,-1
the average ceo makes more every day than what the average worker makes every year,1,-1
when pakistan erupted in crisis i spoke to musharraf before bush did,1,-3
you go down to miami and when its flooding at high tide on a sunny day fish are swimming through the middle of the streets,2,-1
republican plan to extend bush tax cuts would double deficit projections going forward for the next couple of decades,1,-2
in rick perry s texas the governor threatens to leave to secede from the greatest country in the world,3,-3
in florida sen bill nelson got a billion to billion carve out for medicare advantage patients in their state,1,-1
says taxpayer resources are being used to facilitate private political agendas through automatic payroll deduction of union dues,1,-2
rnc version of a hillary clinton valentine roses are red violets are blue i ll raise your taxes and there is nothing you can do,1,-2
rob portman has taken more than from big oil,1,-1
chicago public schools lead the country in high school graduation of an urban school system match the united states of america in kids graduating high school going on to a four year college and are producing eighth grade leaders in the country in math gains fourth grade leaders in reading gains,1,-1
the states that are doing better are the ones that have no state income tax,1,-2
the legislature passed gov walkers so called property tax relief bill but the republicans are still raising your property taxes,2,-2
says percent of millennials dont associate with any political party,1,-1
says ron johnsons company got government loans and a grant to help expand his business,1,-1
says the security against foreign enemies act of would not pause the resettlement of syrian refugees in the united states,2,-2
says travis county home to austin is the most liberal county in the united states,1,-1
did you know under president obama family health care premiums have increased on the average,2,-1
says the texas budget increases spending by less than the rate of inflation and population growth,1,-2
medicaid expansion isnt necessarily a very popular issue on the street,1,-1
obama voted against funding our troops,1,-2
florida statutes require attorney general bill mccollum to consult with members of florida s congressional delegation before filing a lawsuit against the health care reform law,2,-2
in the paula jones case bill clinton paid an penalty,1,-1
says alex sink supported higher property taxes,2,-2
the top percent pay percent of all taxes in the country,1,-2
says john kitzhaber wants a sales tax so people without jobs pay taxes,1,-2
if the united states moves ahead by itself on cap and trade after or years were going to reduce co by less than percent,1,-1
says russ feingold said that with obamacare we could keep our doctors and our plans it was rated as the lie of the year,1,-1
says his patents in ultrasound have revolutionized modern medicine,1,-2
says houston is home to more doctors more nurses more researchers than any other place in the world,1,-1
every dollar spent in the new obamacare system goes to private sector insurance companies,1,-1
three of five detainees swapped for bowe bergdahl are now isis leaders,1,-1
under maggie hassans leadership we increased state spending in the middle of the great recession by percent leading up to and following it,3,-2
the first tweet was sent from austin,1,-1
texas has the sixth highest property taxes in the nation,1,-2
says the largest tax increase in american history is set to occur on january st unless president obama and congress can come to an agreement,1,-2
says bill white didnt pay taxes while earning annual salary as deputy secretary of energy,1,-2
the tax on job creating businesses is percent in the united states second worst in the entire world,1,-3
for every spent on mitigation in post storm cleanup and rebuilding is saved,2,-2
our tax code is pages,1,-2
blue cross headquarters has a granite table,1,-2
president barack obama is ending medicare as we know it,1,-1
we jumped places since beginning this year in terms of being job friendly,2,-1
says fox news gave republicansenators twice the air time as democrats during a hearing about theislamic state,1,-1
hillary clinton wants to shut down family farms using radical regulation by raising business tax rates as high as nearly percent and by taxing family farms again at death by as much as percent,1,-3
rigells car dealership made over off the cash for clunkers bailout,1,-2
says the obama administration is handing out a pamphlet titled what to do when the veteran in your classroom attempts a mass shooting,1,-2
speakers at the democratic national convention made zero mentions of the global terrorist threat posed by isis,1,-4
barack hussein obama will force local authorities to allow occupy protesters to live in parks,1,-2
ive been involved in prosecuting a terrorist member of isis,1,-3
it costs about a year for a homeless person to be on the streets,1,-1
the amount of interest paid on the federal debt exceeds total tax revenue,2,-3
i did not say that i would not have them muslims in my cabinet,1,-1
the national debt grew an estimated billion last weekend,1,-1
the u s supreme court decided in that non citizen children must get free k education,3,-1
if i have affordable coverage in my workplace im not eligible to go into the marketplace its illegal,1,-2
says donald trump has supported a canadian style universal health care system,2,-1
says the democrats proposed budget is also balanced by using more in new tax revenue than in total pers reform or savings,1,-2
says a lip reading instructor at the river school a washington d c school for the deaf has determined that during ceremonies michelle obama said all this for a damn flag,1,-2
says austin voters can approve seven bond propositions without raising taxes,1,-2
us change in income top bottom,1,-1
hillary clinton agreed with john mccain on voting for the war in iraq,1,-3
says ann kirkpatrick votes with her party nearly percent of the time,1,-1
i had an uncle who was part of the first american troops to go into auschwitz and liberate the concentration camps,1,-1
our companies are moving into mexico more than almost any other place right now,1,-1
allowing all bush income tax cuts to expire on dec will amount to the largest tax increase in the history of america,1,-2
says hillary clintons state department approved the transfer of percent of americas uranium holdings to russia while nine investors in the deal funneled million to the clinton foundation,1,-1
most americans live within miles of a nuclear power plant,1,-1
in the past four or five presidential elections people who poll high at the beginning are not the people who end up being the nominees,1,-1
under president barack obama the united states has doubled our exports,1,-1
a ban on earmarks greatly weakens the authority congress has over spending to the benefit of the executive branch,3,-2
says president barack obamas debt commission recommended converting medicare to a system where medicare participants are given a voucher to purchase insurance in the private market,1,-1
the last time there was a sustained surge of confidence in governments competence was under ronald reagan,2,-1
on the economic troubles of really the match that lit this fire was fannie mae and freddie mac,1,-2
senator obama has in fact never had a serious republican challenger,1,-2
the birther movement was started by hillary clinton in she was all in,1,-1
the kochs stand to make around billion if the government approves the keystone xl pipeline,1,-1
here in wisconsin weve put in previous budgets more money into mental health services than any governor has in the last years,1,-1
surveys of teens in high school reveal that knowing a classmate who sells cannabis is times more common than knowing a classmate who sells alcohol,1,-1
for every extra year that a girl stays in secondary school her chance of getting infected with hiv aids decreases by half,1,-2
in washington congressman joe heck supports privatizing social security turning our savings over to wall street and risking it on the stock market,2,-2
the interlink at t f green airport is the closest air rail link in the country,1,-1
says texas proved in court that more than dead people voted in the latest texas election,1,-3
says sal esquivel wants a percent state sales tax on groceries,1,-2
this is not a joke the president wants to house illegal aliens on our nations military installations,1,-2
in the united states alone we lose more than people a day to cancer,1,-4
regulations are an endemic weakness in government so old that thomas jefferson listed this problem among his charges against the king of england in the declaration of independence,1,-2
says hillary clinton has called for a radical percent increase in syrian refugees despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from,1,-2
gov chris christie caused a percent increase in property taxes in marking the highest increase since,1,-2
unemployment numbers are artificial numbers these are numbers that are massaged to make the existing economy look good to make this administration look good when in fact its a total disaster,2,-3
an iron ore mine in northern wisconsin could operate for years and generate billion of dollars in economic activity,1,-1
says over percent of the texas budget funds services to non u s citizens,1,-1
says hillary clinton has promised to raise taxes by trillion dollars,2,-2
people come here to have babies they come here to drop a child its called drop and leave,2,-2
according to the state of florida you are almost twice as likely to be attacked by an alligator than by someone who happens to carry a conceal and carry permit,1,-3
the five states that outlaw collective bargaining for teachers all rank below th in the nation in test scores while wisconsin ranks nd,1,-2
the arab and the muslim nations get twice as much money as israel,1,-1
jorge elorza still think your plan is safe rescue captain kenyon just worked hours straight hours,2,-1
if youre one of the more than million americans who already have health insurance you will keep your health insurance,1,-1
says state sen alberta darling is allowing mercury to harm our children because she voted against an electronics recycling bill,3,-3
the vast overwhelming majority of crimes that occur with a firearm are committed by people who dont legally possess that firearm in the first place,1,-3
the colorado caucus system for selecting republican delegates is rigged,1,-1
over percent of the people want the shot to vote on whether to approve same sex marriage according to polls,1,-2
usa is in gun violence,1,-4
this bill allows virginia to join about other states that have an ultrasound procedure before an abortion,1,-1
every hours an unarmed black person is shot by a cop,1,-2
here s a man who brags about how he made the city safe it was the biden crime bill that became the clinton crime bill that allowed him to do that,2,-2
says the constitution only requires her to tell the census how many people are in our home,1,-1
you might be surprised to know that billion gallons flows into lake erie every day you might be surprised to know that only billion gallons flow out leaving us a net surplus of approximately billion gallons a day,1,-1
from median household income in wisconsin has actually gone up percent,1,-1
georgia lawmaker pushes bill banning creation of glow in the dark human jellyfish hybrids,1,-1
this incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls has been supported by zero fact,2,-1
san antonio has seen growth in water customers in the last years more water used,1,-1
says up to a quarter of african americans dont have government photo id,1,-1
says obamaexempted congress and their staff from the full effect of the health care law,2,-1
president obamas uncle and aunt are illegal aliens whove been allowed to stay in this country,1,-2
despite what donald trump claims there werent people who turned out in phoenix to see trump speak,1,-1
abortion services are well over percent of what planned parenthood does,1,-1
north carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for hb,2,-4
u nlike every other major transit system in the nation marta has never received any significant dedicated funding from the state of georgia,1,-1
john kerry was at percent in the polls in december of and he ended up becoming the nominee of the party,1,-1
a federal judge said president barack obamas executive action on immigration is unconstitutional,1,-1
at apiece usa would need to bring home about billion gold medals to pay off our national debt,1,-1
in other states where illegal immigrants have been allowed to get drivers licenses their insurance premiums for everybody have gone down,1,-2
i want to freeze interest rates for five years,2,-1
two elections in a row waukesha county clerk kathy nickolaus has screwed up counting the vote,1,-1
the georgia department of economic development assisted with the creation of jobs an increase of percent from last fiscal year and billion in investments a percent increase,1,-1
for the last decade the climate has been cooling,1,-1
accidents are down percent and injury accidents are down percent in the rebuilt marquette interchange in milwaukee,1,-2
says obama opposes innovation the electric car and clean safe nuclear energy,2,-1
says is the mean income in our state for a family,1,-1
says the one person donald trump has suggested that would make a good justice is his sister who is a court of appeals judge appointed by bill clinton she is a hardcore pro abortion liberal judge,2,-1
today in america we have more people in jail than any other country on earth,1,-2
the muslim brotherhood has openly stated they want to declare war on israel,1,-3
on financial reform there is a million dollars being spent per congressman in lobbying expenses on this issue the industry has four lobbyists per member of the house and senate working on this,1,-1
elena kagan violated the law of the united states at various points with her opposition to military recruiters,1,-3
sixty million americans depend on social security and one third of all the seniors in america depend on social security for percent of their income,2,-1
already we ve identified trillion in deficit reductions over the next decade,1,-2
says the medicaid fraud rate in virginia was fact checked and found to be percent,1,-2
the presence of gorillas calls into question the concept of evolution,1,-1
says milwaukee county spent over in salaries in for employees to participate in union activities such as collective bargaining,1,-1
the u s has percent of the worlds population percent of the worlds known prison population,1,-2
there have been at least four incidents where bullets from mexico have crossed the border,1,-2
on oil drilling,1,-1
today president obama said there will not be a national day of prayer in may,1,-1
we were promised the president said we would keep unemployment under percent if the stimulus passed,2,-1
george allen voted to add trillion to the federal debt voted to raise the debt ceiling four times and voted for the no child left behind act while he was a senator,1,-1
elizabeth townsend runs the elections office that omitted a school board race on a ballot and gave a school board candidate faulty advice,1,-2
says john raese said he wants laser systems put in the sky and we need it right now,1,-1
the islamic state or isis was cast off by al qaida because it was considered too extreme,1,-1
the foundation for government accountability which supported a florida law requiring drug testing of welfare recipients is a koch brothers affiliated group,2,-1
the senate immigration bill is filled with things like rewards for au pair agencies alaskan seafood processors and vegas casinos,2,-1
over the last several years percent of the jobs created in texas were created for illegal aliens,1,-2
for every one mile of light rail track that will be built miles of new road capacity will be built,1,-1
the governor switched his position once again on offshore oil drilling,1,-1
the united states is the no country in the world for energy resources we are the king daddy dogs when it comes to energy,1,-1
says barack obama is a socialist,1,-1
under a new law regulating abortions even if youre raped if you dont report it in the first days the republicans will force you to have an ultrasound,1,-4
assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research,2,-1
in my attorney generals office weve cut the budget percent,1,-1
in north carolina now were near the national average for unemployment,1,-1
obamacare includes a billion cut from medicare for seniors,1,-1
the rate of u s female homicide victimsoutnumbers other developed countries by more than to,1,-3
austin energy is considering its first rate increase since,1,-1
says ronald reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations,1,-2
wendy davis is threatening to raise taxes up to billion,1,-3
alex sink used a taxpayer funded plane so she could get to a vacation in the bahamas,1,-2
roy blunt voted to raise his own pay times while in congress,1,-2
mitt romney wants to set a date for withdrawal from iraq,1,-1
says donald trump claimed our armed forces are a disaster,1,-2
says under wisconsin law he cannot remove his name from the ballot for re election to congress,1,-1
in fighting collective bargaining changes democrats are trying to protect a system that pays unionized government workers percent more than non union workers,1,-3
under gov romneys definition donald trump is a small business,1,-1
the potential iran nuclear agreement would limit iran to the number of centrifuges needed for a weapon but too few for a nuclear power program,1,-2
in liberia a girl is more likely to be married by than to know how to read,1,-1
obama voted for the bush cheney energy bill that put billion in the pocket of big oil,1,-1
it would be illegal for the fulton county commission to raise the county tax rate,1,-2
saidpresident barack obama said he was going to stop signature strikes,1,-1
says the national debt and president barack obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history,1,-2
an internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state,1,-1
in candidate barack obama attacked john mccain for proposing cuts to medicare,1,-3
donna campbell has called for ending all federal funding for education,1,-1
palin proposed a bounty for the severed foreleg of each killed wolf,1,-4
one of the biggest polluters in our country is the milwaukee metropolitan sewerage district,1,-2
says the united states has treaties with apparently countries where we are obligated to defend their borders and these were treaties that were executive treaties not authorized by congress,1,-1
social security is solid through about without any changes whatsoever,2,-1
says under his utility rate plan an estimated percent of our residential households will see a decrease in their water and wastewater bills,1,-2
says mitt romney and paul ryan would eliminate the guarantee of medicare,1,-1
weeks after accepting a quarter million dollar campaign contribution from a hospital board chairman greg abbott went to court against victims of a drug taking neurosurgeon,1,-3
we have a fire marshal that said oh we cant allow more people and the reason they wont let them in is because they dont know what the hell theyre doing,1,-2
we have been teaching these common core standards in florida schools since,1,-1
says gov jeb bush vetoed the quiones plan because it was taxation without representation on a large scale,1,-2
says crime statistics show blacks kill percent of white homicide victims,1,-3
if youre from guatemala and you are found illegally in mexico you are automatically jailed,1,-2
on oil drilling off virginias coast,1,-1
says texas has the th largest economy in the world,1,-1
when congress voted to condemn iran for sentencing a christian pastor to death u s rep lois capps was the only member who voted no,1,-3
as mayor every year i was in office i did reduce taxes,1,-2
says mark hass raised your taxes by billion in a single day,1,-2
six institutions in our country now control two thirds of the capital,1,-1
bruce rauner is of record that he will fully support the trump candidacy its documented its available,2,-1
state pension fund staffers lost billions then sink gave them bonuses,1,-1
the austin school district calendar lists different dates for either a state mandated test or make up test,1,-1
most of the newspapers that endorsed alex sink also endorsed barack obama,1,-1
were worse than a third world country in terms of water quality and the way we treat our sewage,2,-3
john mccain is proposing tax cuts that would give the average fortune ceo an additional in tax cuts,1,-2
says president barack obama wants to raise the lowest income tax rate from to percent,1,-2
says scott walker eliminated his own office of economic development in the middle of this recession,1,-2
says schaufler was the only democrat who voted to stop the states health care reform plan,2,-1
typical minimum wage earners in america are teenagers living with their parents in middle class families,1,-1
all travelers even babies arriving in the u s by air must have a passport,2,-1
says she is th in hard dollars raised and has more cash on hand than governors john kasich and chris christie combined,1,-1
right now we are spending at an all time high close to percent of our gdp is being spent on the federal government but our revenues are at an almost all time low of about percent of gdp,1,-2
earlier this year the head of the congressional budget office testified before congress that implementation of obamacare would cost jobs,1,-1
according to a recent poll there are more young republicans enrolled in their parents health insurance plans than young democrats,1,-1
tailpipe emissions rules if fully implemented with all the regulations that go with it they will keep the temperature from rising nearly five one hundredths of a degree fahrenheit by,1,-1
on issue after issue that really were hard to explain or understand you voted present and anytime anyone raises that there s always some kind of explanation,1,-1
federal law for obamacare navigators does not bar or even require screening for convicted felons including individuals convicted of identity theft or fraud,1,-2
michael thurmond authored major legislation that has provided more than million in tax relief to georgias senior citizens and working families,2,-2
t his breed of pit bulls is most often associated with aggressive behavior,1,-3
says marco rubio would take away a womans right to choose for victims of rape or incest,1,-4
dekalb county has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments,1,-1
says president barack obamas parents were communists,1,-1
harvard study finds states with most gun laws have fewest gun deaths,1,-3
none of million the city of austin proposes to spend on road projects will be used to add new lanes to congested roadways,1,-2
rep bob goodlattes balanced budgetamendment does not require a balanced budget,1,-1
it was dan sullivan who wrote a bill to cut alaskans out of those decisions about where they can hunt and fish,1,-1
a school uniform policy helps with school safety helps with truancy,2,-1
says constitutional amendment would help to stop unfair double taxation on real estate,1,-2
john mccain accused barack obama of letting infants die,1,-2
sherrod brown voted six times to raise his own pay,1,-1
the size of our federal government has more than doubled since the year,1,-1
the latest unemployment numbers have shown that nearly americans have simply given up hope when it comes to finding a job,3,-1
the changes to georgias tax and fee structure is an overall tax cut,1,-2
says obama wants to redesign the american flag to better offer our enemies hope and love,3,-2
gun homicide is down percent in the past years,1,-2
says he voted for disaster relief and full funding of fema,2,-2
thirteen hundred applicants in rhode island signed up for insurance through obamacare,1,-1
theres no money in social security,2,-1
says it cost massachusetts taxpayers when mitt romney and his staff purchased computer hard drives,1,-2
on support for gay marriage,2,-2
a republican led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit,1,-2
says julie parrish voted to divert million from public schools to private for profit schools,2,-1
the employer mandate affects only percent of businesses in this country,1,-1
the study that states that more than percent of the traffic on the sellwood bridge is to from clackamas county has been thoroughly debunked by the oregonian,1,-1
recently we have seen our government debt grow by trillion during the first months of the obama administration the equivalent of about billion per day,1,-1
clinton has raised the most money from washington lobbyists from the health industry drug companies health insurance companies and the defense industry,1,-1
if all of the bush era tax cuts expire on schedule the budget will be close to being balanced in four years,1,-2
says scott browns carrying some big oil baggage because he collected over in campaign contributions,1,-1
more than percent of people in america support planned parenthood and only percent approve of congress,2,-1
there is majority support for the democrats health care plans,2,-1
we know from the social science that children do best with a mom and a dad,2,-1
from to weve had soldiers commit suicide one every hours,1,-4
says million gap in stadium funding forced the portland beavers to leave,1,-1
murder went up when romney was governor robbery went up violent crimes went up,1,-4
all members of nato have pledged to spend at least percent of their economy on defense but only three countries do britain greece and us,1,-1
under scott walker wisconsin moved from th to third in percentage of people with student loan debt,1,-1
nine out of the poorest states are red states,1,-2
the public employee retirement system is making more millionaires than the oregon state lottery,1,-2
says we have put more boots on the u s mexico border than at any time in our history and illegal crossings are down by nearly percent from their peak in,1,-2
in wisconsin unions can essentially give unlimited contributions to political parties but business cant give any,1,-1
i sponsored the new buy american law,1,-1
says bernie sanders has been largely a very reliable supporter of the nra,2,-1
funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget,2,-2
hillary clinton says she wants to raise taxes on the middle class,1,-2
when one person sneezes it goes all the way through the aircraft,1,-1
a test last month at the max station at nd avenue and east burnside saw crime down percent compared with december,1,-2
republicans actually doctored emails between administration officials about benghazi then they released them to the press trying to pass them off as real,1,-1
says new gop wisconsin assembly members voted to take funding away from their public schools in their districts to give it to private milwaukee voucher schools,1,-1
gov lawton chiles said if i were to become become speaker of the house it would be his worst nightmare,1,-4
if atlanta mayor kasim reed wants to be like bull connor then so be it,2,-1
the governors not taking his own fiscal advice in the first fiscal quarter of this year weve seen a percent increase in spending double digit spending out of the executive branch in the state of texas,1,-1
following the session texas house speaker joe straus was acknowledged and thanked for his tireless efforts by planned parenthood the nations premier abortion provider,1,-1
says gov scott walker has made wisconsin nd in the nation in losing jobs,1,-3
gov rick scott signed into law a bill that gives floridas public officials an easy way to avoid disclosing their personal finances,1,-2
ohio today has the fewest number of state employees since the reagan administration,1,-1
this is the worst jobs recovery since the great depression,3,-4
if the sellwood bridge is not replaced it will have to be shut down within eight years,1,-1
says jim renacci ran against the washington establishment in the election but is now hypocritically embracing it with big money special interest fundraisers,2,-2
on whether the governor of massachusetts should be able to appoint an interim u s senator,1,-1
in corporations paid in taxes for every by a worker today they pay cents for every by a worker,1,-2
in the last four years our economy has grown on average percent a year,1,-1
rhode island has taken its federal medicaid funding and shown it can run the program more cost effectively than the federal government,1,-1
harry reid has voted to give illegals social security benefits even for the time they were here illegally,2,-1
says that president obama said nobody made these guys go to war now they whine about bearing the costs of their choice,1,-3
just a little over percent of your electric bill my electric bill percent of that is pass throughs whether they be for building of nuclear plants or whatever they may be a planned nuclear plant repair will only increase that percentage,1,-1
what the district of columbia was trying to do with its handgun ban was to protect toddlers from guns,1,-2
theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever,1,-1
on raising taxes,1,-2
an obamacare slush fund paid to spay and neuter dogs and cats then counted it as an anti obesity campaign,1,-2
thousands of americans have been killed by illegal immigrants,1,-4
there is currently no ability to vet these people referring to syrian refugees,1,-2
a bill to save teacher jobs is completely paid for by closing corporate tax loopholes,2,-2
says during george w bushs administration we were losing millions of jobs per month while under barack obama we have three years of gaining hundreds of thousands of jobs per month,1,-3
a u s government accountability office report says planned parenthood federation of america cannot find some billion given to it by the federal government from through,1,-1
under the administration of gov scott walker northern wisconsins mining economy is moving forward and more people are getting good high paying jobs,2,-1
obamacare prevents florida from regulating insurance,1,-1
we got the quonset business park for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs,1,-1
super bowl sunday has the highest rate of domestic violence,3,-4
more people without health care since george bush took office more children in poverty since george bush took office,2,-2
georgia has the th highest rate of adults ages to without a high school diploma or ged,1,-1
we ve lost over americans over there in afghanistan in iraq and plus the civilians killed,1,-4
on mandating health care coverage,2,-1
since president obama took office over ohio workers have lost their jobs,1,-1
says ron johnson voted five times for tax breaks that help companies ship wisconsin jobs overseas,1,-2
says he led the effort to build a new university of wisconsin milwaukee engineering campus in wauwatosa,1,-1
there have been seven investigations of benghazi led mostly by republicans in the congress that concluded nobody did anything wrong but there were changes we could make,1,-2
i created a flat tax in the state of utah it took that state to the number one position in terms of job creation,1,-2
on using embryonic stem cells for medical research,1,-1
one third of the economic stimulus package was tax cuts,1,-2
taxpayers pay a month for house speaker nancy pelosis district office in downtown san francisco,1,-2
sherrod brown opposed blocking a new epa emissions rule despite acknowledging that the epas cap and trade regulations are burdensome and could harm economic growth in ohio,1,-2
president barack obama gave half a billion in taxpayer money to help his friends at solyndra a business the white house knew was on the path to bankruptcy,2,-3
if we went back to the obesity rates that existed in that would save the medicare system a trillion dollars,1,-2
im the only candidate in the democratic primary or actually on either side who wall street financiers and hedge fund managers are actually running ads against,1,-2
jimmy langevin is having a fundraiser to retire the debt from his campaign for secretary of state which was years ago,1,-2
the average student will be spending to more during the life of their loan because of this surcharge,1,-1
in afghanistan it is very very rare that someone who is killed in action is not killed by an improvised explosive device or ied,4,-4
